nomes,idade,cidade,estado,cpf,cnpj,isvalid_cpf,isvalid_cnpj
Brian,71,ÁGUA CLARA,MS,00280411944,53200882425961,True,True
Joyce,84,ACORIZAL,MT,34134559316,84174787320194,True,True
Sean,83,ABAETETUBA,PA,01918425086,31435901846160,True,True
Jeremy,49,ÁGUA BRANCA,PB,54774847720,84265471047690,True,True
Nicholas,75,ABREU E LIMA,PE,71524350303,05029531493640,True,True
Barbara,76,ACAUÃ,PI,27792406016,31262888260077,True,True
Bryan,44,ABATIÁ,PR,01620774160,30269958144811,True,True
Mitchell,65,ANGRA DOS REIS,RJ,56933101673,05627927285077,True,True
Jennifer,63,ACARI,RN,71429519150,00531611146292,True,True
Courtney,26,ALTA FLORESTA D'OESTE,RO,72288921439,54999474421563,True,True
Shawn,44,AMAJARI,RR,82233325745,96248504222695,True,True
Regina,68,ACEGUÁ,RS,61255501766,75799083192606,True,True
Denise,65,ABDON BATISTA,SC,49445096185,25490874756801,True,True
Robert,64,AMPARO DE SÃO FRANCISCO,SE,95162006807,16760224737622,True,True
Christopher,28,ADAMANTINA,SP,66338025958,27460144526898,True,True
William,81,ABREULÂNDIA,TO,61441280421,72731111753527,True,True
Karen,51,ACRELÂNDIA,AC,34715018861,47154851495100,True,True
Jonathan,42,ÁGUA BRANCA,AL,80996285008,06954066831791,True,True
Ricky,57,ALVARÃES,AM,83685084798,32532554801560,True,True
Billy,44,SERRA DO NAVIO,AP,53717398156,13495147655903,True,True
Lauren,88,ABAÍRA,BA,22646790937,46527400612431,True,True
Brendan,45,ABAIARA,CE,42355113513,14643459143148,True,True
Whitney,24,BRASÍLIA,DF,42127776143,06077584681608,True,True
Chase,71,AFONSO CLÁUDIO,ES,28002059387,79994479338112,True,True
Jason,63,ABADIA DE GOIÁS,GO,83446354891,18908433023741,True,True
Matthew,25,AÇAILÂNDIA,MA,89459102123,82915940795518,True,True
Anne,90,ABADIA DOS DOURADOS,MG,98777083458,27177798668786,True,True
Desiree,86,ÁGUA CLARA,MS,55539649460,09180297516322,True,True
Michael,48,ACORIZAL,MT,59116931432,42654155450391,True,True
Stephanie,29,ABAETETUBA,PA,70153854227,54114094533300,True,True
Daniel,61,ÁGUA BRANCA,PB,06295556990,20870612033741,True,True
Teresa,50,ABREU E LIMA,PE,76823699574,36380823179005,True,True
Evelyn,25,ACAUÃ,PI,95561296698,85752610365291,True,True
Brandon,62,ABATIÁ,PR,92807948847,72550120546990,True,True
Brian,66,ANGRA DOS REIS,RJ,61448880556,08931592923020,True,True
Wendy,41,ACARI,RN,05107437575,60461002489788,True,True
Jennifer,36,ALTA FLORESTA D'OESTE,RO,86569110586,97880840487671,True,True
Lisa,84,AMAJARI,RR,03034259204,23711333521795,True,True
Matthew,27,ACEGUÁ,RS,30954099150,78939884689040,True,True
Adriana,31,ABDON BATISTA,SC,36686227447,13749096334264,True,True
Laura,62,AMPARO DE SÃO FRANCISCO,SE,49019467069,45505856657539,True,True
Ronald,33,ADAMANTINA,SP,31846897785,39228937749813,True,True
Nichole,18,ABREULÂNDIA,TO,31879948141,02087159551931,True,True
Cynthia,19,ACRELÂNDIA,AC,97830501416,06976575182563,True,True
Javier,72,ÁGUA BRANCA,AL,00932534350,90558531928270,True,True
John,48,ALVARÃES,AM,44591085422,71544702038157,True,True
Laura,87,SERRA DO NAVIO,AP,40354392905,21177919216136,True,True
Charles,74,ABAÍRA,BA,17945549802,30954914381792,True,True
Andrew,74,ABAIARA,CE,65268867440,90634045397906,True,True
Casey,55,BRASÍLIA,DF,50177514590,61431438789243,True,True
Alan,36,AFONSO CLÁUDIO,ES,34499363365,47485439138575,True,True
Dale,36,ABADIA DE GOIÁS,GO,39168820828,75922876134980,True,True
Joe,33,AÇAILÂNDIA,MA,34510537484,02980000001100,True,True
Shawn,59,ABADIA DOS DOURADOS,MG,39193724683,52665603766370,True,True
Richard,35,ÁGUA CLARA,MS,16719993127,91290180064899,True,True
Kathryn,54,ACORIZAL,MT,91841927120,86271701020378,True,True
Jessica,62,ABAETETUBA,PA,82890994600,66262960208472,True,True
Heather,43,ÁGUA BRANCA,PB,36932594889,05025391281375,True,True
Marvin,18,ABREU E LIMA,PE,32185732382,94062725757674,True,True
Wendy,90,ACAUÃ,PI,06190852580,17810880705028,True,True
Theresa,79,ABATIÁ,PR,70678816840,78696426209778,True,True
Robert,79,ANGRA DOS REIS,RJ,75860595514,40930287074533,True,True
Joyce,68,ACARI,RN,99536524651,27111349662613,True,True
Kara,77,ALTA FLORESTA D'OESTE,RO,47463534090,86692857136207,True,True
Andrew,26,AMAJARI,RR,98265210000,67293664716308,True,True
Edward,79,ACEGUÁ,RS,21451918100,52480542186109,True,True
Jose,54,ABDON BATISTA,SC,22213648999,48003492965214,True,True
Christopher,40,AMPARO DE SÃO FRANCISCO,SE,36254728486,64486959447140,True,True
Heather,87,ADAMANTINA,SP,22249621004,07466677716733,True,True
Kelly,39,ABREULÂNDIA,TO,07994822932,67496077145491,True,True
Brittany,21,ACRELÂNDIA,AC,64209950785,95334393314016,True,True
Christina,46,ÁGUA BRANCA,AL,22239337427,78426563084728,True,True
Lee,37,ALVARÃES,AM,34316331884,94668184561809,True,True
Matthew,40,SERRA DO NAVIO,AP,54421187968,32806553348200,True,True
Andrea,69,ABAÍRA,BA,99990356203,08360494538763,True,True
Emily,44,ABAIARA,CE,31773423347,42761036870892,True,True
Carl,55,BRASÍLIA,DF,75816218123,15375374242170,True,True
Kimberly,60,AFONSO CLÁUDIO,ES,48868690845,04328362313530,True,True
Scott,70,ABADIA DE GOIÁS,GO,06542558306,71286704781341,True,True
Bryan,20,AÇAILÂNDIA,MA,50942553985,98006395024076,True,True
William,52,ABADIA DOS DOURADOS,MG,32434535933,71541816757182,True,True
Gerald,28,ÁGUA CLARA,MS,20595423914,00225669952050,True,True
Pamela,24,ACORIZAL,MT,58178089190,24045930834659,True,True
Richard,25,ABAETETUBA,PA,69590102174,99698538793740,True,True
Lance,56,ÁGUA BRANCA,PB,46397179702,64460735161788,True,True
Miranda,76,ABREU E LIMA,PE,18390863944,12335343247400,True,True
Allison,47,ACAUÃ,PI,31685653936,22198758677011,True,True
David,56,ABATIÁ,PR,90793859050,54645381315340,True,True
Diane,74,ANGRA DOS REIS,RJ,86302704626,23024648516418,True,True
Kathy,54,ACARI,RN,48293995467,22544725872377,True,True
Mark,30,ALTA FLORESTA D'OESTE,RO,35419977613,96702000508912,True,True
Daniel,32,AMAJARI,RR,18721935955,51413556269000,True,True
Andrea,71,ACEGUÁ,RS,47140393265,49904725244906,True,True
Angela,20,ABDON BATISTA,SC,29348053523,32694086399340,True,True
Daniel,75,AMPARO DE SÃO FRANCISCO,SE,52662215690,99571534376267,True,True
Nicholas,41,ADAMANTINA,SP,56189468403,62542968933012,True,True
David,45,ABREULÂNDIA,TO,12729615750,28216966172045,True,True
Catherine,67,ACRELÂNDIA,AC,36501711207,42173314038028,True,True
James,74,ÁGUA BRANCA,AL,98591502493,03014733589029,True,True
Cameron,36,ALVARÃES,AM,65853801856,60583652714244,True,True
Zachary,33,SERRA DO NAVIO,AP,02445992460,02297820616067,True,True
Anthony,84,ABAÍRA,BA,41784777730,84031596126016,True,True
John,46,ABAIARA,CE,69678311275,28735220276501,True,True
George,36,BRASÍLIA,DF,66688815052,98274348755997,True,True
Mary,54,AFONSO CLÁUDIO,ES,66218348709,20861524194523,True,True
Randall,82,ABADIA DE GOIÁS,GO,23153805962,37540998062661,True,True
Sarah,48,AÇAILÂNDIA,MA,55989630603,93302236327839,True,True
Kim,54,ABADIA DOS DOURADOS,MG,21910984361,26544258014283,True,True
Paul,43,ÁGUA CLARA,MS,57322875150,27970348159191,True,True
Rebecca,20,ACORIZAL,MT,14967741835,35193475003818,True,True
Kelly,46,ABAETETUBA,PA,14712566779,57341017551606,True,True
Matthew,70,ÁGUA BRANCA,PB,34604722510,05575850178119,True,True
Nicole,63,ABREU E LIMA,PE,37581626377,40210237829132,True,True
Angel,38,ACAUÃ,PI,39261886850,83272604047501,True,True
Terri,61,ABATIÁ,PR,75192085160,24487974254047,True,True
Christine,64,ANGRA DOS REIS,RJ,62596637570,01455252047131,True,True
James,21,ACARI,RN,61752457250,11555017073358,True,True
Eric,26,ALTA FLORESTA D'OESTE,RO,89797346978,60497732651854,True,True
Ann,19,AMAJARI,RR,41685831630,46295720928982,True,True
Lori,81,ACEGUÁ,RS,84440640842,43402120859803,True,True
Mark,51,ABDON BATISTA,SC,85032449938,37484860510431,True,True
Joshua,68,AMPARO DE SÃO FRANCISCO,SE,27766149001,73118923095150,True,True
Donald,48,ADAMANTINA,SP,83147228207,41647965623201,True,True
James,87,ABREULÂNDIA,TO,07969368034,65126389352270,True,True
Christopher,20,ACRELÂNDIA,AC,02777702462,63734822377562,True,True
Samantha,88,ÁGUA BRANCA,AL,59453309818,74456822393250,True,True
Gina,23,ALVARÃES,AM,25365705688,30510414613301,True,True
Noah,47,SERRA DO NAVIO,AP,17596384129,40963611879941,True,True
Anna,66,ABAÍRA,BA,93302984510,37384440058521,True,True
Cassandra,53,ABAIARA,CE,89883637446,27416839624530,True,True
Heather,86,BRASÍLIA,DF,32921543249,24087214687585,True,True
Hannah,69,AFONSO CLÁUDIO,ES,10725744111,76667717102827,True,True
Shannon,31,ABADIA DE GOIÁS,GO,53275797352,49600972397154,True,True
David,82,AÇAILÂNDIA,MA,50364496908,13035357132142,True,True
Paul,19,ABADIA DOS DOURADOS,MG,89046084817,49927879956310,True,True
Lori,73,ÁGUA CLARA,MS,32848410086,93446912347954,True,True
Riley,85,ACORIZAL,MT,03033655106,58356278628894,True,True
Lisa,74,ABAETETUBA,PA,93468702574,87617067519811,True,True
Sandra,75,ÁGUA BRANCA,PB,00629422630,74130031258966,True,True
James,79,ABREU E LIMA,PE,83127985959,98644726033922,True,True
Emily,27,ACAUÃ,PI,04058298251,58985333129809,True,True
Donald,58,ABATIÁ,PR,70457162651,95140364887056,True,True
Paul,29,ANGRA DOS REIS,RJ,64292370362,37986868714409,True,True
Dorothy,39,ACARI,RN,02999485794,94726364513404,True,True
Jerry,75,ALTA FLORESTA D'OESTE,RO,07326507805,50370267022541,True,True
Christopher,25,AMAJARI,RR,74273002892,64256562052655,True,True
Joshua,77,ACEGUÁ,RS,44399978058,06306446386805,True,True
Ray,42,ABDON BATISTA,SC,17738964740,37659910892903,True,True
Cassandra,44,AMPARO DE SÃO FRANCISCO,SE,59294013812,81657610332329,True,True
Catherine,88,ADAMANTINA,SP,90293705801,80615766883500,True,True
Barbara,77,ABREULÂNDIA,TO,22139739892,68235858051830,True,True
Heather,87,ACRELÂNDIA,AC,78488359527,01624337464040,True,True
Tristan,54,ÁGUA BRANCA,AL,64113102201,35479890271098,True,True
Scott,52,ALVARÃES,AM,55150931438,17191687070646,True,True
Crystal,34,SERRA DO NAVIO,AP,06359766256,48196794264541,True,True
Tiffany,52,ABAÍRA,BA,64842483202,28940130480150,True,True
Katelyn,70,ABAIARA,CE,76200716528,14904323027071,True,True
Jessica,74,BRASÍLIA,DF,65569882359,43476631116494,True,True
Joseph,19,AFONSO CLÁUDIO,ES,05982078484,33412573244803,True,True
Jennifer,28,ABADIA DE GOIÁS,GO,53129504672,08277417088870,True,True
Drew,68,AÇAILÂNDIA,MA,94959018470,47660512361833,True,True
Jennifer,54,ABADIA DOS DOURADOS,MG,80406985294,74392324535699,True,True
Mark,61,ÁGUA CLARA,MS,21030774404,37410652926759,True,True
Olivia,30,ACORIZAL,MT,15794395435,34883642980879,True,True
Andrew,69,ABAETETUBA,PA,51177441446,70027047853283,True,True
Joseph,30,ÁGUA BRANCA,PB,61863912053,81023406563595,True,True
Diana,40,ABREU E LIMA,PE,36045208781,37810005452252,True,True
John,48,ACAUÃ,PI,68074609456,90216196402379,True,True
Kevin,85,ABATIÁ,PR,91693095238,79067492592189,True,True
Gary,90,ANGRA DOS REIS,RJ,68769624909,37138757482479,True,True
Tiffany,61,ACARI,RN,47495917776,75843619989037,True,True
Timothy,46,ALTA FLORESTA D'OESTE,RO,46852236323,59892800095906,True,True
Julia,75,AMAJARI,RR,87111600550,83494007368166,True,True
Rhonda,24,ACEGUÁ,RS,18822022440,20247952722508,True,True
Michelle,74,ABDON BATISTA,SC,81739599195,90099178742104,True,True
James,44,AMPARO DE SÃO FRANCISCO,SE,25873896909,60811579393406,True,True
Jared,36,ADAMANTINA,SP,65652293250,64818844721533,True,True
Roger,41,ABREULÂNDIA,TO,36043924897,47254617366428,True,True
Melissa,29,ACRELÂNDIA,AC,40997954205,20987213448116,True,True
Brandon,71,ÁGUA BRANCA,AL,63515393315,84216937281694,True,True
Theresa,55,ALVARÃES,AM,74993250088,17080875481222,True,True
Kimberly,51,SERRA DO NAVIO,AP,91196719039,40858897247508,True,True
Joshua,43,ABAÍRA,BA,17426895661,06888339385518,True,True
Jessica,40,ABAIARA,CE,54830342102,08596502334428,True,True
Stacey,83,BRASÍLIA,DF,50841821186,50549491714804,True,True
Nancy,58,AFONSO CLÁUDIO,ES,39212214983,58194501047108,True,True
Gregory,73,ABADIA DE GOIÁS,GO,60102088667,34746219013053,True,True
Terri,31,AÇAILÂNDIA,MA,53283232709,96689459012120,True,True
Ann,23,ABADIA DOS DOURADOS,MG,57377923660,60606142510240,True,True
Nicholas,32,ÁGUA CLARA,MS,81194445071,65972474425311,True,True
Anthony,54,ACORIZAL,MT,68029312903,23501933478530,True,True
Evan,50,ABAETETUBA,PA,16990233796,64404169125995,True,True
Frank,18,ÁGUA BRANCA,PB,64363475269,16866971982792,True,True
Beth,19,ABREU E LIMA,PE,83401523279,81063204210496,True,True
Janet,60,ACAUÃ,PI,92029303178,94569779738243,True,True
Troy,76,ABATIÁ,PR,86337008405,91777588231389,True,True
Justin,80,ANGRA DOS REIS,RJ,11446025489,51155934433323,True,True
Michael,23,ACARI,RN,04769939388,79999876677712,True,True
Shelia,35,ALTA FLORESTA D'OESTE,RO,37355045903,47652283320106,True,True
Steven,43,AMAJARI,RR,31640858776,76443659024601,True,True
Robert,84,ACEGUÁ,RS,57831779035,56916247210187,True,True
Michele,40,ABDON BATISTA,SC,04600499417,44473870809491,True,True
Barbara,49,AMPARO DE SÃO FRANCISCO,SE,87575300333,03232849859783,True,True
Mark,86,ADAMANTINA,SP,16099804846,89113907274033,True,True
Martin,43,ABREULÂNDIA,TO,21934060658,00168753389210,True,True
Anthony,56,ACRELÂNDIA,AC,64433536172,52678630029367,True,True
Maria,73,ÁGUA BRANCA,AL,77058427348,12852018401600,True,True
Richard,59,ALVARÃES,AM,46010263506,35503753668006,True,True
Andrew,66,SERRA DO NAVIO,AP,74876957606,13577534632352,True,True
Amy,79,ABAÍRA,BA,37184216580,15496930170158,True,True
Crystal,37,ABAIARA,CE,17470520198,69894238130580,True,True
Jennifer,42,BRASÍLIA,DF,14177769860,97889617581799,True,True
Kevin,21,AFONSO CLÁUDIO,ES,30122496302,36826792952902,True,True
Garrett,34,ABADIA DE GOIÁS,GO,81021632830,20548172808630,True,True
Michael,39,AÇAILÂNDIA,MA,88129615509,80454218816945,True,True
Steven,35,ABADIA DOS DOURADOS,MG,42865747174,31013522689494,True,True
Travis,81,ÁGUA CLARA,MS,22287426353,21221173701590,True,True
Patrick,77,ACORIZAL,MT,81350918695,86949081185030,True,True
Ashley,58,ABAETETUBA,PA,02740778414,79006399345582,True,True
Erica,60,ÁGUA BRANCA,PB,24722326240,03977024760317,True,True
Stephanie,51,ABREU E LIMA,PE,81147255679,90628149540301,True,True
Christopher,23,ACAUÃ,PI,08394476805,20938742823230,True,True
Aaron,77,ABATIÁ,PR,01628768070,52479107281582,True,True
Debra,47,ANGRA DOS REIS,RJ,02301816788,65750205118300,True,True
Richard,81,ACARI,RN,94481903368,29381187365966,True,True
Lauren,30,ALTA FLORESTA D'OESTE,RO,30507279859,97446980427145,True,True
Michael,53,AMAJARI,RR,78763074265,12767273239288,True,True
Patricia,74,ACEGUÁ,RS,58743074944,12564705924398,True,True
Amy,78,ABDON BATISTA,SC,70264089251,87093111627480,True,True
Shannon,52,AMPARO DE SÃO FRANCISCO,SE,91836405251,74650670542081,True,True
Mark,73,ADAMANTINA,SP,94949997548,87177477994856,True,True
Heather,27,ABREULÂNDIA,TO,26658240787,78631436651002,True,True
Tina,58,ACRELÂNDIA,AC,17532780821,79912866308417,True,True
Rebecca,21,ÁGUA BRANCA,AL,03569193748,55585538126389,True,True
Erin,30,ALVARÃES,AM,49254537934,87138651319453,True,True
Michael,29,SERRA DO NAVIO,AP,78451226027,53795833434748,True,True
Kristi,85,ABAÍRA,BA,18697170150,08968507907817,True,True
John,19,ABAIARA,CE,55920997117,86795338706208,True,True
Daniel,78,BRASÍLIA,DF,03358877671,15342150301002,True,True
Tracy,36,AFONSO CLÁUDIO,ES,91166642720,06873055193640,True,True
Michael,33,ABADIA DE GOIÁS,GO,75446817427,98346989916180,True,True
Gregory,90,AÇAILÂNDIA,MA,14572633860,82405672802558,True,True
Franklin,18,ABADIA DOS DOURADOS,MG,53711619614,25687090531523,True,True
Frederick,30,ÁGUA CLARA,MS,71754163262,03630647048988,True,True
Wayne,30,ACORIZAL,MT,76388785824,33942073526862,True,True
David,76,ABAETETUBA,PA,40156850320,86635613636333,True,True
Travis,25,ÁGUA BRANCA,PB,73063712663,99101644586154,True,True
Peter,41,ABREU E LIMA,PE,64554388255,90673455786431,True,True
Holly,80,ACAUÃ,PI,46387136377,72381842783740,True,True
David,40,ABATIÁ,PR,10845317717,17535419477460,True,True
Haley,60,ANGRA DOS REIS,RJ,49057110881,34192384060190,True,True
Kathryn,32,ACARI,RN,27077605876,73878073877498,True,True
Christine,19,ALTA FLORESTA D'OESTE,RO,60797272771,28066677200663,True,True
Brooke,39,AMAJARI,RR,00426067568,11184270662259,True,True
Beth,31,ACEGUÁ,RS,15315816338,38770923246102,True,True
Thomas,87,ABDON BATISTA,SC,53231452937,48729428656000,True,True
Kristin,52,AMPARO DE SÃO FRANCISCO,SE,97404094232,37288574343740,True,True
Stephanie,31,ADAMANTINA,SP,52858808589,02928503118409,True,True
Deborah,60,ABREULÂNDIA,TO,77174056440,70501291197460,True,True
Anita,40,ACRELÂNDIA,AC,93149880661,38981443956635,True,True
Dominique,42,ÁGUA BRANCA,AL,36765049843,30134817907119,True,True
Jessica,62,ALVARÃES,AM,50603073441,32885032014087,True,True
Adrian,35,SERRA DO NAVIO,AP,70029281636,73953921818471,True,True
Jeanette,31,ABAÍRA,BA,52336406608,56851738877612,True,True
Paul,54,ABAIARA,CE,37979127579,78587400933805,True,True
Sara,59,BRASÍLIA,DF,80856126667,80789079514068,True,True
Denise,39,AFONSO CLÁUDIO,ES,92871144800,89016264310332,True,True
Daniel,25,ABADIA DE GOIÁS,GO,19421837711,10997688242353,True,True
Julia,21,AÇAILÂNDIA,MA,53781278239,11634194482092,True,True
Danielle,88,ABADIA DOS DOURADOS,MG,57651298543,00957008117765,True,True
Todd,41,ÁGUA CLARA,MS,14398110836,28284771805418,True,True
Brian,86,ACORIZAL,MT,31878826255,91448423686603,True,True
Anthony,29,ABAETETUBA,PA,23758836832,29954695770238,True,True
David,69,ÁGUA BRANCA,PB,90722842597,61860776662047,True,True
Elizabeth,48,ABREU E LIMA,PE,34240297699,49065025644051,True,True
Henry,61,ACAUÃ,PI,18595624186,24490699792691,True,True
Christian,45,ABATIÁ,PR,68049320057,55492868438054,True,True
Mackenzie,36,ANGRA DOS REIS,RJ,91780452829,97360597008959,True,True
Teresa,80,ACARI,RN,39712104907,58149150010104,True,True
Lisa,38,ALTA FLORESTA D'OESTE,RO,63031419278,27016343814432,True,True
Kimberly,30,AMAJARI,RR,67066793480,15395602447817,True,True
Benjamin,52,ACEGUÁ,RS,63902344300,88263012081990,True,True
Lonnie,69,ABDON BATISTA,SC,55204207341,89648588010675,True,True
Samuel,85,AMPARO DE SÃO FRANCISCO,SE,94623902587,08497498722378,True,True
Thomas,52,ADAMANTINA,SP,21150967382,50695289797141,True,True
Vickie,75,ABREULÂNDIA,TO,89040997900,86578372728534,True,True
Deborah,67,ACRELÂNDIA,AC,30066373808,86050584777162,True,True
Jerry,62,ÁGUA BRANCA,AL,29066880538,76527990792771,True,True
Bryan,87,ALVARÃES,AM,84762949566,80862923484962,True,True
Sara,61,SERRA DO NAVIO,AP,90734033915,67659389201727,True,True
Philip,20,ABAÍRA,BA,45223135431,86317574235178,True,True
John,19,ABAIARA,CE,47771120555,78362913330951,True,True
Madison,77,BRASÍLIA,DF,04495735837,12401341306745,True,True
Matthew,35,AFONSO CLÁUDIO,ES,65830943808,41626263530901,True,True
Wesley,75,ABADIA DE GOIÁS,GO,81167399137,64136131041610,True,True
Steve,74,AÇAILÂNDIA,MA,05097443896,49566983760421,True,True
Matthew,74,ABADIA DOS DOURADOS,MG,75251666500,40653475705570,True,True
Karen,38,ÁGUA CLARA,MS,65564024940,94300717649050,True,True
Angelica,44,ACORIZAL,MT,88918204825,28999429868587,True,True
William,88,ABAETETUBA,PA,66112805456,28281362517756,True,True
Amanda,48,ÁGUA BRANCA,PB,28678393513,67296695368365,True,True
Stephen,76,ABREU E LIMA,PE,64799118900,22928530931190,True,True
Jennifer,33,ACAUÃ,PI,07150297625,31824652331529,True,True
Jessica,33,ABATIÁ,PR,66597609700,25631187474103,True,True
Christina,56,ANGRA DOS REIS,RJ,13134073218,99029033435950,True,True
Dana,32,ACARI,RN,86258725902,87286724101580,True,True
Chad,71,ALTA FLORESTA D'OESTE,RO,02211252648,00864594602073,True,True
Jessica,55,AMAJARI,RR,13567561669,22712647983360,True,True
Thomas,29,ACEGUÁ,RS,68342766292,00040750452926,True,True
Brian,18,ABDON BATISTA,SC,03409436294,07002756341617,True,True
James,52,AMPARO DE SÃO FRANCISCO,SE,58147064225,41664685864080,True,True
Benjamin,43,ADAMANTINA,SP,59456624102,75517401726245,True,True
William,36,ABREULÂNDIA,TO,79733762679,09771905964791,True,True
Terry,26,ACRELÂNDIA,AC,26915832289,51332352599346,True,True
Steve,76,ÁGUA BRANCA,AL,30798139790,92344582984990,True,True
Allison,66,ALVARÃES,AM,42478240742,64902444146060,True,True
Brian,45,SERRA DO NAVIO,AP,40351894640,30752202552358,True,True
Austin,29,ABAÍRA,BA,55303195309,33133892421331,True,True
Timothy,49,ABAIARA,CE,78849014635,71179574684490,True,True
Benjamin,18,BRASÍLIA,DF,38560789596,46076262890306,True,True
Allen,66,AFONSO CLÁUDIO,ES,19562893308,05736724513259,True,True
Courtney,81,ABADIA DE GOIÁS,GO,22610597959,22172527497642,True,True
Kayla,68,AÇAILÂNDIA,MA,79602893443,52404879849420,True,True
Randy,76,ABADIA DOS DOURADOS,MG,24028877962,81076931774430,True,True
Brett,68,ÁGUA CLARA,MS,95911177528,88217057791977,True,True
